date,ingredient,students_present,meals_served,opening_stock,received_quantity,closing_stock,consumption,day_of_week,month,holiday,current_stock,minimum_stock
2025-06-14,Oil,0,0,29.85,0.0,29.85,0.0,Saturday,6,1,29.85,15
2025-06-15,Rice,0,0,182.98,0.0,182.98,0.0,Sunday,6,1,182.98,100
2025-06-15,Dal,0,0,69.32,0.0,69.32,0.0,Sunday,6,1,69.32,35
2025-06-15,Wheat,0,0,105.68,0.0,105.68,0.0,Sunday,6,1,105.68,60
2025-06-15,Oil,0,0,29.85,0.0,29.85,0.0,Sunday,6,1,29.85,15
2025-06-16,Rice,0,0,182.98,0.0,182.98,0.0,Monday,6,1,182.98,100
2025-06-16,Dal,0,0,69.32,0.0,69.32,0.0,Monday,6,1,69.32,35
2025-06-16,Wheat,0,0,105.68,0.0,105.68,0.0,Monday,6,1,105.68,60
2025-06-16,Oil,0,0,29.85,0.0,29.85,0.0,Monday,6,1,29.85,15
2025-06-17,Rice,0,0,182.98,0.0,182.98,0.0,Tuesday,6,1,182.98,100
2025-06-17,Dal,0,0,69.32,0.0,69.32,0.0,Tuesday,6,1,69.32,35
2025-06-17,Wheat,0,0,105.68,0.0,105.68,0.0,Tuesday,6,1,105.68,60
2025-06-17,Oil,0,0,29.85,0.0,29.85,0.0,Tuesday,6,1,29.85,15
2025-06-18,Rice,0,0,182.98,0.0,182.98,0.0,Wednesday,6,1,182.98,100
2025-06-18,Dal,0,0,69.32,0.0,69.32,0.0,Wednesday,6,1,69.32,35
2025-06-18,Wheat,0,0,105.68,0.0,105.68,0.0,Wednesday,6,1,105.68,60
2025-06-18,Oil,0,0,29.85,0.0,29.85,0.0,Wednesday,6,1,29.85,15
2025-06-19,Rice,0,0,182.98,0.0,182.98,0.0,Thursday,6,1,182.98,100
2025-06-19,Dal,0,0,69.32,0.0,69.32,0.0,Thursday,6,1,69.32,35
2025-06-19,Wheat,0,0,105.68,0.0,105.68,0.0,Thursday,6,1,105.68,60
2025-06-19,Oil,0,0,29.85,0.0,29.85,0.0,Thursday,6,1,29.85,15
2025-06-20,Rice,0,0,182.98,0.0,182.98,0.0,Friday,6,1,182.98,100
2025-06-20,Dal,0,0,69.32,0.0,69.32,0.0,Friday,6,1,69.32,35
2025-06-20,Wheat,0,0,105.68,0.0,105.68,0.0,Friday,6,1,105.68,60
2025-06-20,Oil,0,0,29.85,0.0,29.85,0.0,Friday,6,1,29.85,15
2025-06-21,Rice,0,0,182.98,0.0,182.98,0.0,Saturday,6,1,182.98,100
2025-06-21,Dal,0,0,69.32,0.0,69.32,0.0,Saturday,6,1,69.32,35
2025-06-21,Wheat,0,0,105.68,0.0,105.68,0.0,Saturday,6,1,105.68,60
2025-06-21,Oil,0,0,29.85,0.0,29.85,0.0,Saturday,6,1,29.85,15
2025-06-22,Rice,0,0,182.98,0.0,182.98,0.0,Sunday,6,1,182.98,100
2025-06-22,Dal,0,0,69.32,0.0,69.32,0.0,Sunday,6,1,69.32,35
2025-06-22,Wheat,0,0,105.68,0.0,105.68,0.0,Sunday,6,1,105.68,60
2025-06-22,Oil,0,0,29.85,0.0,29.85,0.0,Sunday,6,1,29.85,15
2025-06-23,Rice,0,0,182.98,0.0,182.98,0.0,Monday,6,1,182.98,100
2025-06-23,Dal,0,0,69.32,0.0,69.32,0.0,Monday,6,1,69.32,35
2025-06-23,Wheat,0,0,105.68,0.0,105.68,0.0,Monday,6,1,105.68,60
2025-06-23,Oil,0,0,29.85,0.0,29.85,0.0,Monday,6,1,29.85,15
2025-06-24,Rice,0,0,182.98,0.0,182.98,0.0,Tuesday,6,1,182.98,100
2025-06-24,Dal,0,0,69.32,0.0,69.32,0.0,Tuesday,6,1,69.32,35
2025-06-24,Wheat,0,0,105.68,0.0,105.68,0.0,Tuesday,6,1,105.68,60
2025-06-24,Oil,0,0,29.85,0.0,29.85,0.0,Tuesday,6,1,29.85,15
2025-06-25,Rice,0,0,182.98,0.0,182.98,0.0,Wednesday,6,1,182.98,100
2025-06-25,Dal,0,0,69.32,0.0,69.32,0.0,Wednesday,6,1,69.32,35
2025-06-25,Wheat,0,0,105.68,0.0,105.68,0.0,Wednesday,6,1,105.68,60
2025-06-25,Oil,0,0,29.85,0.0,29.85,0.0,Wednesday,6,1,29.85,15
2025-06-26,Rice,0,0,182.98,0.0,182.98,0.0,Thursday,6,1,182.98,100
2025-06-26,Dal,0,0,69.32,0.0,69.32,0.0,Thursday,6,1,69.32,35
2025-06-26,Wheat,0,0,105.68,0.0,105.68,0.0,Thursday,6,1,105.68,60
2025-06-26,Oil,0,0,29.85,0.0,29.85,0.0,Thursday,6,1,29.85,15
2025-06-27,Rice,0,0,182.98,0.0,182.98,0.0,Friday,6,1,182.98,100
2025-06-27,Dal,0,0,69.32,0.0,69.32,0.0,Friday,6,1,69.32,35
2025-06-27,Wheat,0,0,105.68,0.0,105.68,0.0,Friday,6,1,105.68,60
2025-06-27,Oil,0,0,29.85,0.0,29.85,0.0,Friday,6,1,29.85,15
2025-06-28,Rice,0,0,182.98,0.0,182.98,0.0,Saturday,6,1,182.98,100
2025-06-28,Dal,0,0,69.32,0.0,69.32,0.0,Saturday,6,1,69.32,35
2025-06-28,Wheat,0,0,105.68,0.0,105.68,0.0,Saturday,6,1,105.68,60
2025-06-28,Oil,0,0,29.85,0.0,29.85,0.0,Saturday,6,1,29.85,15
2025-06-29,Rice,0,0,182.98,0.0,182.98,0.0,Sunday,6,1,182.98,100
2025-06-29,Dal,0,0,69.32,0.0,69.32,0.0,Sunday,6,1,69.32,35
2025-06-29,Wheat,0,0,105.68,0.0,105.68,0.0,Sunday,6,1,105.68,60
2025-06-29,Oil,0,0,29.85,0.0,29.85,0.0,Sunday,6,1,29.85,15
2025-06-30,Rice,0,0,182.98,0.0,182.98,0.0,Monday,6,1,182.98,100
2025-06-30,Dal,0,0,69.32,0.0,69.32,0.0,Monday,6,1,69.32,35
2025-06-30,Wheat,0,0,105.68,0.0,105.68,0.0,Monday,6,1,105.68,60
2025-06-30,Oil,0,0,29.85,0.0,29.85,0.0,Monday,6,1,29.85,15
2025-07-01,Rice,457,457,182.98,612.86,600.0,195.84,Tuesday,7,0,600.0,100
2025-07-01,Dal,457,457,69.32,198.29,200.0,67.61,Tuesday,7,0,200.0,35
2025-07-01,Wheat,457,457,105.68,364.63,350.0,120.31,Tuesday,7,0,350.0,60
2025-07-01,Oil,457,457,29.85,75.4,80.0,25.25,Tuesday,7,0,80.0,15
2025-07-02,Rice,432,432,600.0,0.0,397.04,202.96,Wednesday,7,0,397.04,100
2025-07-02,Dal,432,432,200.0,0.0,134.45,65.55,Wednesday,7,0,134.45,35
2025-07-02,Wheat,432,432,350.0,0.0,232.18,117.82,Wednesday,7,0,232.18,60
2025-07-02,Oil,432,432,80.0,0.0,57.28,22.72,Wednesday,7,0,57.28,15
2025-07-03,Rice,427,427,397.04,0.0,190.58,206.46,Thursday,7,0,190.58,100
2025-07-03,Dal,427,427,134.45,0.0,69.51,64.94,Thursday,7,0,69.51,35
2025-07-03,Wheat,427,427,232.18,0.0,114.93,117.25,Thursday,7,0,114.93,60
2025-07-03,Oil,427,427,57.28,66.49,80.0,43.77,Thursday,7,0,80.0,15
2025-07-04,Rice,429,429,190.58,607.84,600.0,198.42,Friday,7,0,600.0,100
2025-07-04,Dal,429,429,69.51,188.22,200.0,57.73,Friday,7,0,200.0,35
2025-07-04,Wheat,429,429,114.93,347.39,350.0,112.32,Friday,7,0,350.0,60
2025-07-04,Oil,429,429,80.0,0.0,53.99,26.01,Friday,7,0,53.99,15
2025-07-05,Rice,0,0,600.0,0.0,600.0,0.0,Saturday,7,0,600.0,100
2025-07-05,Dal,0,0,200.0,0.0,200.0,0.0,Saturday,7,0,200.0,35
2025-07-05,Wheat,0,0,350.0,0.0,350.0,0.0,Saturday,7,0,350.0,60
2025-07-05,Oil,0,0,53.99,0.0,53.99,0.0,Saturday,7,0,53.99,15
2025-07-06,Rice,0,0,600.0,0.0,600.0,0.0,Sunday,7,0,600.0,100
2025-07-06,Dal,0,0,200.0,0.0,200.0,0.0,Sunday,7,0,200.0,35
2025-07-06,Wheat,0,0,350.0,0.0,350.0,0.0,Sunday,7,0,350.0,60
2025-07-06,Oil,0,0,53.99,0.0,53.99,0.0,Sunday,7,0,53.99,15
2025-07-07,Rice,444,444,600.0,0.0,394.39,205.61,Monday,7,0,394.39,100
2025-07-07,Dal,444,444,200.0,0.0,133.36,66.64,Monday,7,0,133.36,35
2025-07-07,Wheat,444,444,350.0,0.0,221.74,128.26,Monday,7,0,221.74,60
2025-07-07,Oil,444,444,53.99,0.0,30.11,23.88,Monday,7,0,30.11,15
2025-07-08,Rice,467,467,394.39,0.0,172.93,221.46,Tuesday,7,0,172.93,100
2025-07-08,Dal,467,467,133.36,0.0,67.76,65.6,Tuesday,7,0,67.76,35
2025-07-08,Wheat,467,467,221.74,0.0,89.23,132.51,Tuesday,7,0,89.23,60
2025-07-08,Oil,467,467,30.11,74.96,80.0,25.07,Tuesday,7,0,80.0,15
2025-07-09,Rice,451,451,172.93,650.74,600.0,223.67,Wednesday,7,0,600.0,100
2025-07-09,Dal,451,451,67.76,200.01,200.0,67.77,Wednesday,7,0,200.0,35
2025-07-09,Wheat,451,451,89.23,376.9,350.0,116.13,Wednesday,7,0,350.0,60
2025-07-09,Oil,451,451,80.0,0.0,53.37,26.63,Wednesday,7,0,53.37,15
2025-07-10,Rice,421,421,600.0,0.0,387.9,212.1,Thursday,7,0,387.9,100
2025-07-10,Dal,421,421,200.0,0.0,139.11,60.89,Thursday,7,0,139.11,35
2025-07-10,Wheat,421,421,350.0,0.0,232.65,117.35,Thursday,7,0,232.65,60
2025-07-10,Oil,421,421,53.37,0.0,28.8,24.57,Thursday,7,0,28.8,15
2025-07-11,Rice,442,442,387.9,0.0,192.47,195.43,Friday,7,0,192.47,100
2025-07-11,Dal,442,442,139.11,0.0,77.75,61.36,Friday,7,0,77.75,35
2025-07-11,Wheat,442,442,232.65,305.44,350.0,188.09,Friday,7,0,350.0,60
2025-07-11,Oil,442,442,28.8,98.67,80.0,47.47,Friday,7,0,80.0,15
2025-07-12,Rice,0,0,192.47,0.0,192.47,0.0,Saturday,7,0,192.47,100
2025-07-12,Dal,0,0,77.75,0.0,77.75,0.0,Saturday,7,0,77.75,35
2025-07-12,Wheat,0,0,350.0,0.0,350.0,0.0,Saturday,7,0,350.0,60
2025-07-12,Oil,0,0,80.0,0.0,80.0,0.0,Saturday,7,0,80.0,15
2025-07-13,Rice,0,0,192.47,0.0,192.47,0.0,Sunday,7,0,192.47,100
2025-07-13,Dal,0,0,77.75,0.0,77.75,0.0,Sunday,7,0,77.75,35
2025-07-13,Wheat,0,0,350.0,0.0,350.0,0.0,Sunday,7,0,350.0,60
2025-07-13,Oil,0,0,80.0,0.0,80.0,0.0,Sunday,7,0,80.0,15
2025-07-14,Rice,468,468,192.47,606.05,600.0,198.52,Monday,7,0,600.0,100
2025-07-14,Dal,468,468,77.75,191.06,200.0,68.81,Monday,7,0,200.0,35
2025-07-14,Wheat,468,468,350.0,0.0,229.59,120.41,Monday,7,0,229.59,60
2025-07-14,Oil,468,468,80.0,0.0,54.06,25.94,Monday,7,0,54.06,15
2025-07-15,Rice,431,431,600.0,0.0,407.28,192.72,Tuesday,7,0,407.28,100
2025-07-15,Dal,431,431,200.0,0.0,136.63,63.37,Tuesday,7,0,136.63,35
2025-07-15,Wheat,431,431,229.59,0.0,106.47,123.12,Tuesday,7,0,106.47,60
2025-07-15,Oil,431,431,54.06,0.0,30.5,23.56,Tuesday,7,0,30.5,15
2025-07-16,Rice,455,455,407.28,0.0,193.69,213.59,Wednesday,7,0,193.69,100
2025-07-16,Dal,455,455,136.63,0.0,74.06,62.57,Wednesday,7,0,74.06,35
2025-07-16,Wheat,455,455,106.47,364.45,350.0,120.92,Wednesday,7,0,350.0,60
2025-07-16,Oil,455,455,30.5,76.14,80.0,26.64,Wednesday,7,0,80.0,15
2025-07-17,Rice,419,419,193.69,590.41,600.0,184.1,Thursday,7,0,600.0,100
2025-07-17,Dal,419,419,74.06,188.07,200.0,62.13,Thursday,7,0,200.0,35
2025-07-17,Wheat,419,419,350.0,0.0,238.97,111.03,Thursday,7,0,238.97,60
2025-07-17,Oil,419,419,80.0,0.0,55.08,24.92,Thursday,7,0,55.08,15
2025-07-18,Rice,441,441,600.0,0.0,390.77,209.23,Friday,7,0,390.77,100
2025-07-18,Dal,441,441,200.0,0.0,138.41,61.59,Friday,7,0,138.41,35
2025-07-18,Wheat,441,441,238.97,0.0,120.08,118.89,Friday,7,0,120.08,60
2025-07-18,Oil,441,441,55.08,0.0,32.66,22.42,Friday,7,0,32.66,15
2025-07-19,Rice,0,0,390.77,0.0,390.77,0.0,Saturday,7,0,390.77,100
2025-07-19,Dal,0,0,138.41,0.0,138.41,0.0,Saturday,7,0,138.41,35
2025-07-19,Wheat,0,0,120.08,0.0,120.08,0.0,Saturday,7,0,120.08,60
2025-07-19,Oil,0,0,32.66,0.0,32.66,0.0,Saturday,7,0,32.66,15
2025-07-20,Rice,0,0,390.77,0.0,390.77,0.0,Sunday,7,0,390.77,100
2025-07-20,Dal,0,0,138.41,0.0,138.41,0.0,Sunday,7,0,138.41,35
2025-07-20,Wheat,0,0,120.08,0.0,120.08,0.0,Sunday,7,0,120.08,60
2025-07-20,Oil,0,0,32.66,0.0,32.66,0.0,Sunday,7,0,32.66,15
2025-07-21,Rice,461,461,390.77,0.0,184.82,205.95,Monday,7,0,184.82,100
2025-07-21,Dal,461,461,138.41,0.0,72.05,66.36,Monday,7,0,72.05,35
2025-07-21,Wheat,461,461,120.08,348.05,350.0,118.13,Monday,7,0,350.0,60
2025-07-21,Oil,461,461,32.66,72.98,80.0,25.64,Monday,7,0,80.0,15
2025-07-22,Rice,469,469,184.82,626.92,600.0,211.74,Tuesday,7,0,600.0,100
2025-07-22,Dal,469,469,72.05,195.69,200.0,67.74,Tuesday,7,0,200.0,35
2025-07-22,Wheat,469,469,350.0,0.0,220.43,129.57,Tuesday,7,0,220.43,60
2025-07-22,Oil,469,469,80.0,0.0,54.42,25.58,Tuesday,7,0,54.42,15
2025-07-23,Rice,454,454,600.0,0.0,396.43,203.57,Wednesday,7,0,396.43,100
2025-07-23,Dal,454,454,200.0,0.0,131.02,68.98,Wednesday,7,0,131.02,35
2025-07-23,Wheat,454,454,220.43,0.0,99.0,121.43,Wednesday,7,0,99.0,60
2025-07-23,Oil,454,454,54.42,0.0,29.19,25.23,Wednesday,7,0,29.19,15
2025-07-24,Rice,434,434,396.43,0.0,187.36,209.07,Thursday,7,0,187.36,100
2025-07-24,Dal,434,434,131.02,0.0,62.78,68.24,Thursday,7,0,62.78,35
2025-07-24,Wheat,434,434,99.0,358.38,350.0,107.38,Thursday,7,0,350.0,60
2025-07-24,Oil,434,434,29.19,72.84,80.0,22.03,Thursday,7,0,80.0,15
2025-07-25,Rice,457,457,187.36,613.07,600.0,200.43,Friday,7,0,600.0,100
2025-07-25,Dal,457,457,62.78,202.25,200.0,65.03,Friday,7,0,200.0,35
2025-07-25,Wheat,457,457,350.0,0.0,227.04,122.96,Friday,7,0,227.04,60
2025-07-25,Oil,457,457,80.0,0.0,55.1,24.9,Friday,7,0,55.1,15
2025-07-26,Rice,0,0,600.0,0.0,600.0,0.0,Saturday,7,0,600.0,100
2025-07-26,Dal,0,0,200.0,0.0,200.0,0.0,Saturday,7,0,200.0,35
2025-07-26,Wheat,0,0,227.04,0.0,227.04,0.0,Saturday,7,0,227.04,60
2025-07-26,Oil,0,0,55.1,0.0,55.1,0.0,Saturday,7,0,55.1,15
2025-07-27,Rice,0,0,600.0,0.0,600.0,0.0,Sunday,7,0,600.0,100
2025-07-27,Dal,0,0,200.0,0.0,200.0,0.0,Sunday,7,0,200.0,35
2025-07-27,Wheat,0,0,227.04,0.0,227.04,0.0,Sunday,7,0,227.04,60
2025-07-27,Oil,0,0,55.1,0.0,55.1,0.0,Sunday,7,0,55.1,15
2025-07-28,Rice,434,434,600.0,0.0,387.11,212.89,Monday,7,0,387.11,100
2025-07-28,Dal,434,434,200.0,0.0,133.89,66.11,Monday,7,0,133.89,35
2025-07-28,Wheat,434,434,227.04,0.0,117.48,109.56,Monday,7,0,117.48,60
2025-07-28,Oil,434,434,55.1,0.0,29.63,25.47,Monday,7,0,29.63,15
2025-07-29,Rice,449,449,387.11,0.0,174.54,212.57,Tuesday,7,0,174.54,100
2025-07-29,Dal,449,449,133.89,0.0,67.32,66.57,Tuesday,7,0,67.32,35
2025-07-29,Wheat,449,449,117.48,355.66,350.0,123.14,Tuesday,7,0,350.0,60
2025-07-29,Oil,449,449,29.63,76.59,80.0,26.22,Tuesday,7,0,80.0,15
2025-07-30,Rice,452,452,174.54,636.18,600.0,210.72,Wednesday,7,0,600.0,100
2025-07-30,Dal,452,452,67.32,200.14,200.0,67.46,Wednesday,7,0,200.0,35
2025-07-30,Wheat,452,452,350.0,0.0,226.95,123.05,Wednesday,7,0,226.95,60
2025-07-30,Oil,452,452,80.0,0.0,56.38,23.62,Wednesday,7,0,56.38,15
2025-07-31,Rice,458,458,600.0,0.0,375.0,225.0,Thursday,7,0,375.0,100
2025-07-31,Dal,458,458,200.0,0.0,133.32,66.68,Thursday,7,0,133.32,35
2025-07-31,Wheat,458,458,226.95,0.0,109.39,117.56,Thursday,7,0,109.39,60
2025-07-31,Oil,458,458,56.38,0.0,29.84,26.54,Thursday,7,0,29.84,15
2025-08-01,Rice,446,446,375.0,0.0,154.59,220.41,Friday,8,0,154.59,100
2025-08-01,Dal,446,446,133.32,0.0,71.57,61.75,Friday,8,0,71.57,35
2025-08-01,Wheat,446,446,109.39,354.84,350.0,114.23,Friday,8,0,350.0,60
2025-08-01,Oil,446,446,29.84,75.75,80.0,25.59,Friday,8,0,80.0,15
2025-08-02,Rice,0,0,154.59,0.0,154.59,0.0,Saturday,8,0,154.59,100
2025-08-02,Dal,0,0,71.57,0.0,71.57,0.0,Saturday,8,0,71.57,35
2025-08-02,Wheat,0,0,350.0,0.0,350.0,0.0,Saturday,8,0,350.0,60
2025-08-02,Oil,0,0,80.0,0.0,80.0,0.0,Saturday,8,0,80.0,15
2025-08-03,Rice,0,0,154.59,0.0,154.59,0.0,Sunday,8,0,154.59,100
2025-08-03,Dal,0,0,71.57,0.0,71.57,0.0,Sunday,8,0,71.57,35
2025-08-03,Wheat,0,0,350.0,0.0,350.0,0.0,Sunday,8,0,350.0,60
2025-08-03,Oil,0,0,80.0,0.0,80.0,0.0,Sunday,8,0,80.0,15
2025-08-04,Rice,429,429,154.59,643.51,600.0,198.1,Monday,8,0,600.0,100
2025-08-04,Dal,429,429,71.57,188.63,200.0,60.2,Monday,8,0,200.0,35
2025-08-04,Wheat,429,429,350.0,0.0,238.15,111.85,Monday,8,0,238.15,60
2025-08-04,Oil,429,429,80.0,0.0,56.45,23.55,Monday,8,0,56.45,15
2025-08-05,Rice,441,441,600.0,0.0,398.75,201.25,Tuesday,8,0,398.75,100
2025-08-05,Dal,441,441,200.0,0.0,135.97,64.03,Tuesday,8,0,135.97,35
2025-08-05,Wheat,441,441,238.15,0.0,123.53,114.62,Tuesday,8,0,123.53,60
2025-08-05,Oil,441,441,56.45,0.0,30.05,26.4,Tuesday,8,0,30.05,15
2025-08-06,Rice,432,432,398.75,0.0,190.35,208.4,Wednesday,8,0,190.35,100
2025-08-06,Dal,432,432,135.97,0.0,71.53,64.44,Wednesday,8,0,71.53,35
2025-08-06,Wheat,432,432,123.53,337.11,350.0,110.64,Wednesday,8,0,350.0,60
2025-08-06,Oil,432,432,30.05,72.71,80.0,22.76,Wednesday,8,0,80.0,15
2025-08-07,Rice,444,444,190.35,600.11,600.0,190.46,Thursday,8,0,600.0,100
2025-08-07,Dal,444,444,71.53,191.07,200.0,62.6,Thursday,8,0,200.0,35
2025-08-07,Wheat,444,444,350.0,0.0,227.68,122.32,Thursday,8,0,227.68,60
2025-08-07,Oil,444,444,80.0,0.0,54.52,25.48,Thursday,8,0,54.52,15
2025-08-08,Rice,467,467,600.0,0.0,378.27,221.73,Friday,8,0,378.27,100
2025-08-08,Dal,467,467,200.0,0.0,132.82,67.18,Friday,8,0,132.82,35
2025-08-08,Wheat,467,467,227.68,0.0,104.19,123.49,Friday,8,0,104.19,60
2025-08-08,Oil,467,467,54.52,0.0,27.22,27.3,Friday,8,0,27.22,15
2025-08-09,Rice,0,0,378.27,0.0,378.27,0.0,Saturday,8,0,378.27,100
2025-08-09,Dal,0,0,132.82,0.0,132.82,0.0,Saturday,8,0,132.82,35
2025-08-09,Wheat,0,0,104.19,0.0,104.19,0.0,Saturday,8,0,104.19,60
2025-08-09,Oil,0,0,27.22,0.0,27.22,0.0,Saturday,8,0,27.22,15
2025-08-10,Rice,0,0,378.27,0.0,378.27,0.0,Sunday,8,0,378.27,100
2025-08-10,Dal,0,0,132.82,0.0,132.82,0.0,Sunday,8,0,132.82,35
2025-08-10,Wheat,0,0,104.19,0.0,104.19,0.0,Sunday,8,0,104.19,60
2025-08-10,Oil,0,0,27.22,0.0,27.22,0.0,Sunday,8,0,27.22,15
2025-08-11,Rice,439,439,378.27,0.0,181.08,197.19,Monday,8,0,181.08,100
2025-08-11,Dal,439,439,132.82,0.0,66.28,66.54,Monday,8,0,66.28,35
2025-08-11,Wheat,439,439,104.19,366.71,350.0,120.9,Monday,8,0,350.0,60
2025-08-11,Oil,439,439,27.22,77.37,80.0,24.59,Monday,8,0,80.0,15
2025-08-12,Rice,471,471,181.08,624.13,600.0,205.21,Tuesday,8,0,600.0,100
2025-08-12,Dal,471,471,66.28,207.59,200.0,73.87,Tuesday,8,0,200.0,35
2025-08-12,Wheat,471,471,350.0,0.0,223.45,126.55,Tuesday,8,0,223.45,60
2025-08-12,Oil,471,471,80.0,0.0,55.21,24.79,Tuesday,8,0,55.21,15
2025-08-13,Rice,454,454,600.0,0.0,392.0,208.0,Wednesday,8,0,392.0,100
2025-08-13,Dal,454,454,200.0,0.0,136.67,63.33,Wednesday,8,0,136.67,35
2025-08-13,Wheat,454,454,223.45,0.0,90.47,132.98,Wednesday,8,0,90.47,60
2025-08-13,Oil,454,454,55.21,0.0,29.4,25.81,Wednesday,8,0,29.4,15
2025-08-14,Rice,473,473,392.0,0.0,174.77,217.23,Thursday,8,0,174.77,100
2025-08-14,Dal,473,473,136.67,0.0,63.25,73.42,Thursday,8,0,63.25,35
2025-08-14,Wheat,473,473,90.47,394.31,350.0,134.78,Thursday,8,0,350.0,60
2025-08-14,Oil,473,473,29.4,76.96,80.0,26.36,Thursday,8,0,80.0,15
2025-08-15,Rice,435,435,174.77,644.77,600.0,219.54,Friday,8,0,600.0,100
2025-08-15,Dal,435,435,63.25,193.89,200.0,57.14,Friday,8,0,200.0,35
2025-08-15,Wheat,435,435,350.0,0.0,231.88,118.12,Friday,8,0,231.88,60
2025-08-15,Oil,435,435,80.0,0.0,55.54,24.46,Friday,8,0,55.54,15
2025-08-16,Rice,0,0,600.0,0.0,600.0,0.0,Saturday,8,0,600.0,100
2025-08-16,Dal,0,0,200.0,0.0,200.0,0.0,Saturday,8,0,200.0,35
2025-08-16,Wheat,0,0,231.88,0.0,231.88,0.0,Saturday,8,0,231.88,60
2025-08-16,Oil,0,0,55.54,0.0,55.54,0.0,Saturday,8,0,55.54,15
2025-08-17,Rice,0,0,600.0,0.0,600.0,0.0,Sunday,8,0,600.0,100
2025-08-17,Dal,0,0,200.0,0.0,200.0,0.0,Sunday,8,0,200.0,35
2025-08-17,Wheat,0,0,231.88,0.0,231.88,0.0,Sunday,8,0,231.88,60
2025-08-17,Oil,0,0,55.54,0.0,55.54,0.0,Sunday,8,0,55.54,15
2025-08-18,Rice,407,407,600.0,0.0,394.34,205.66,Monday,8,0,394.34,100
2025-08-18,Dal,407,407,200.0,0.0,139.41,60.59,Monday,8,0,139.41,35
2025-08-18,Wheat,407,407,231.88,0.0,126.71,105.17,Monday,8,0,126.71,60
2025-08-18,Oil,407,407,55.54,0.0,33.14,22.4,Monday,8,0,33.14,15
2025-08-19,Rice,483,483,394.34,0.0,150.27,244.07,Tuesday,8,0,150.27,100
2025-08-19,Dal,483,483,139.41,0.0,65.77,73.64,Tuesday,8,0,65.77,35
2025-08-19,Wheat,483,483,126.71,361.44,350.0,138.15,Tuesday,8,0,350.0,60
2025-08-19,Oil,483,483,33.14,73.93,80.0,27.07,Tuesday,8,0,80.0,15
2025-08-20,Rice,423,423,150.27,658.28,600.0,208.55,Wednesday,8,0,600.0,100
2025-08-20,Dal,423,423,65.77,194.69,200.0,60.46,Wednesday,8,0,200.0,35
2025-08-20,Wheat,423,423,350.0,0.0,237.49,112.51,Wednesday,8,0,237.49,60
2025-08-20,Oil,423,423,80.0,0.0,57.02,22.98,Wednesday,8,0,57.02,15
2025-08-21,Rice,446,446,600.0,0.0,385.76,214.24,Thursday,8,0,385.76,100
2025-08-21,Dal,446,446,200.0,0.0,133.17,66.83,Thursday,8,0,133.17,35
2025-08-21,Wheat,446,446,237.49,0.0,117.21,120.28,Thursday,8,0,117.21,60
2025-08-21,Oil,446,446,57.02,0.0,31.56,25.46,Thursday,8,0,31.56,15
2025-08-22,Rice,466,466,385.76,0.0,170.22,215.54,Friday,8,0,170.22,100
2025-08-22,Dal,466,466,133.17,0.0,71.46,61.71,Friday,8,0,71.46,35
2025-08-22,Wheat,466,466,117.21,356.3,350.0,123.51,Friday,8,0,350.0,60
2025-08-22,Oil,466,466,31.56,73.89,80.0,25.45,Friday,8,0,80.0,15
2025-08-23,Rice,0,0,170.22,0.0,170.22,0.0,Saturday,8,0,170.22,100
2025-08-23,Dal,0,0,71.46,0.0,71.46,0.0,Saturday,8,0,71.46,35
2025-08-23,Wheat,0,0,350.0,0.0,350.0,0.0,Saturday,8,0,350.0,60
2025-08-23,Oil,0,0,80.0,0.0,80.0,0.0,Saturday,8,0,80.0,15
2025-08-24,Rice,0,0,170.22,0.0,170.22,0.0,Sunday,8,0,170.22,100
2025-08-24,Dal,0,0,71.46,0.0,71.46,0.0,Sunday,8,0,71.46,35
2025-08-24,Wheat,0,0,350.0,0.0,350.0,0.0,Sunday,8,0,350.0,60
2025-08-24,Oil,0,0,80.0,0.0,80.0,0.0,Sunday,8,0,80.0,15
2025-08-25,Rice,484,484,170.22,661.21,600.0,231.43,Monday,8,0,600.0,100
2025-08-25,Dal,484,484,71.46,200.53,200.0,71.99,Monday,8,0,200.0,35
2025-08-25,Wheat,484,484,350.0,0.0,220.71,129.29,Monday,8,0,220.71,60
2025-08-25,Oil,484,484,80.0,0.0,50.88,29.12,Monday,8,0,50.88,15
2025-08-26,Rice,407,407,600.0,0.0,401.76,198.24,Tuesday,8,0,401.76,100
2025-08-26,Dal,407,407,200.0,0.0,142.26,57.74,Tuesday,8,0,142.26,35
2025-08-26,Wheat,407,407,220.71,0.0,113.59,107.12,Tuesday,8,0,113.59,60
2025-08-26,Oil,407,407,50.88,0.0,30.03,20.85,Tuesday,8,0,30.03,15
2025-08-27,Rice,448,448,401.76,0.0,207.48,194.28,Wednesday,8,0,207.48,100
2025-08-27,Dal,448,448,142.26,0.0,79.01,63.25,Wednesday,8,0,79.01,35
2025-08-27,Wheat,448,448,113.59,350.29,350.0,113.88,Wednesday,8,0,350.0,60
2025-08-27,Oil,448,448,30.03,75.78,80.0,25.81,Wednesday,8,0,80.0,15
2025-08-28,Rice,425,425,207.48,575.92,600.0,183.4,Thursday,8,0,600.0,100
2025-08-28,Dal,425,425,79.01,179.03,200.0,58.04,Thursday,8,0,200.0,35
2025-08-28,Wheat,425,425,350.0,0.0,244.84,105.16,Thursday,8,0,244.84,60
2025-08-28,Oil,425,425,80.0,0.0,57.37,22.63,Thursday,8,0,57.37,15
